,ent_name,ent_link,ent_class,ent_conf
569,God’s,http://dbpedia.org/resource/God_in_Christianity,dbpedia-owl:Person,-0.7008333333333333
570,Taylor Swift,http://dbpedia.org/resource/Taylor_Swift,dbpedia-owl:Person,0.6
571,Her World,http://dbpedia.org/resource/Her_World,,-0.86
572,We Live,http://dbpedia.org/resource/We_Live,,-0.79
573,Ivy League university,http://dbpedia.org/resource/Ivy_League,dbpedia-owl:Person,0.5081904761904762
574,sexual abuse,http://dbpedia.org/resource/Sexual_abuse,dbpedia-owl:Person,-0.88
575,Maine district,http://dbpedia.org/resource/District_of_Maine,dbpedia-owl:PopulatedPlace,0.674
576,Maine,http://dbpedia.org/resource/Maine,dbpedia-owl:PopulatedPlace,0.59
577,We will protect you,http://dbpedia.org/resource/Strategic_Defense_Initiative,dbpedia-owl:Organisation,0.5516904761904762
578,gay conversion therapy,http://dbpedia.org/resource/Conversion_therapy,owl:Thing,-0.5704761904761905
579,Advocacy group,http://dbpedia.org/resource/Advocacy_group,owl:Thing,-0.82
580,Australia calls,http://dbpedia.org/resource/Australia_Calls_(1913_film),,-0.755
581,Sydney Sweeney,http://dbpedia.org/resource/Sydney_Sweeney,owl:Thing,-0.86
582,star-crossed,http://dbpedia.org/resource/Star-Crossed_(TV_series),,-0.829999999999998
583,Much Ado About Nothing,http://dbpedia.org/resource/Much_Ado_About_Nothing,dbpedia-owl:Person,0.53
584,Pope,http://dbpedia.org/resource/Pope,dbpedia-owl:Person,-0.66
585,Mark Burns,http://dbpedia.org/resource/Mark_Burns_(actor),dbpedia-owl:Person,0.61
586,South Carolina's 3rd Congressional District,http://dbpedia.org/resource/South_Carolina's_3rd_congressional_district,dbpedia-owl:PopulatedPlace,0.6741754385964913
587,Christian Cooper,http://dbpedia.org/resource/Christian_Cooper,dbpedia-owl:Person,-0.5205304947877746
588,Birder,http://dbpedia.org/resource/Birdwatching,owl:Thing,0.5245238095238096
589,New York's Central Park,http://dbpedia.org/resource/Central_Park,dbpedia-owl:Person,-0.5523095238095238
590,dog on a leash,http://dbpedia.org/resource/Dog_on_a_Leash,,-0.5840909090909091
591,Kristen Stewart,http://dbpedia.org/resource/Kristen_Stewart,dbpedia-owl:Person,0.835
592,movie Love,http://dbpedia.org/resource/Movie_Love,owl:Thing,-0.88
593,Glass,http://dbpedia.org/resource/Glass,dbpedia-owl:Person,-0.65
594,James Cook,http://dbpedia.org/resource/James_Cook,dbpedia-owl:Person,0.72
595,Olympian,http://dbpedia.org/resource/Olympic_Games,,-0.76
596,Anti-,http://dbpedia.org/resource/ANTI-,dbpedia-owl:Organisation,-0.86
597,Wisconsin’s,http://dbpedia.org/resource/Wisconsin_Badgers_football,owl:Thing,-0.6521428571428572
598,Denver,http://dbpedia.org/resource/Denver,dbpedia-owl:PopulatedPlace,0.5807692307692308
599,Shareholder Meeting,http://dbpedia.org/resource/Shareholder_Meeting,,-0.87
600,Blames,http://dbpedia.org/resource/Blame,owl:Thing,-0.7778095238095238
601,Media Matters,http://dbpedia.org/resource/Media_Matters_for_America,dbpedia-owl:Organisation,-0.5041666666666667
602,s Beach,http://dbpedia.org/resource/Landing_at_Cape_Helles,,-0.7421428571428572
603,Niecy Nash,http://dbpedia.org/resource/Niecy_Nash,dbpedia-owl:Person,0.8475
604,Beverly Hills,"http://dbpedia.org/resource/Beverly_Hills,_California",dbpedia-owl:PopulatedPlace,0.67
605,Magazine,http://dbpedia.org/resource/Magazine,dbpedia-owl:Person,-0.73
606,Overall,http://dbpedia.org/resource/Length_overall,owl:Thing,-0.83
607,Scottish Leader,http://dbpedia.org/resource/Scottish_Leader,owl:Thing,-0.84
608,Scottish First Minister,http://dbpedia.org/resource/First_Minister_of_Scotland,owl:Thing,-0.5506666666666666
609,Humza Yousaf,http://dbpedia.org/resource/Humza_Yousaf,dbpedia-owl:Person,0.9
610,Vermont,http://dbpedia.org/resource/Vermont,dbpedia-owl:PopulatedPlace,-0.5225806451612903
